Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
1,0,0,4,3,0,0,1,4,3,6,0,0,1,1,12,0,19,15,10,15,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,5,10,0,0,3,27,0,0,5,0,0
0,0,0,2,2,0,0,4,2,2,6,0,0,3,4,17,0,15,17,20,15,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,3,8,0,0,2,24,0,0,6,62,0
0,0,0,3,3,0,0,1,3,3,10,0,0,2,2,15,0,5,18,8,15,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,2,12,0,0,2,22,0,0,2,25,0
1,1,1,4,2,0,0,4,0,2,9,1,0,5,3,9,0,24,14,22,7,1,2,1,2,0,0,0,0,0,0,0,0,0,6,0,0,1,4,1,1,1,5,27,10,10,11,39,0
1,0,0,3,3,0,0,2,4,3,5,0,0,2,2,14,1,14,15,15,22,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,3,2,7,0,0,2,24,0,0,10,24,0
0,0,0,2,2,0,0,2,3,2,12,0,1,4,3,15,35,16,10,15,16,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,2,13,0,0,3,27,0,0,7,29,0
0,0,0,3,3,0,0,3,3,2,3,0,0,2,2,12,2,14,19,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,4,9,0,0,3,25,0,0,5,27,0
0,0,0,2,2,0,0,0,1,2,13,0,0,3,3,23,7,13,15,19,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,1,7,0,0,2,26,0,0,6,22,0
0,0,0,3,3,0,0,5,2,4,5,0,0,2,2,15,33,17,3,21,21,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,4,11,0,1,4,9,1,1,12,19,0
1,0,1,3,0,0,0,3,4,2,9,0,0,3,3,8,1,14,22,1,16,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,2,3,0,0,2,40,2,2,7,57,0
0,0,0,3,0,0,0,2,3,2,2,0,0,2,2,17,5,4,19,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,3,26,0,0,2,21,0
0,0,0,2,6,0,0,3,1,2,9,0,0,3,1,6,22,26,8,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,7,0,0,6,34,0
