Counter(/clock),Mean_Consecutive(/clock),Counter(/host_diagnostic),Mean_Consecutive(/host_diagnostic),Counter(/joint_states),Mean_Consecutive(/joint_states),Counter(/kinect2/qhd/camera_info),Mean_Consecutive(/kinect2/qhd/camera_info),Counter(/kinect2/qhd/image_color/compressed),Mean_Consecutive(/kinect2/qhd/image_color/compressed),Counter(/kinect2/qhd/image_color/theora),Mean_Consecutive(/kinect2/qhd/image_color/theora),Counter(/mobile_base_controller/cmd_vel),Mean_Consecutive(/mobile_base_controller/cmd_vel),Counter(/mobile_base_controller/odom),Mean_Consecutive(/mobile_base_controller/odom),Counter(/move_base/NavfnROS/plan),Mean_Consecutive(/move_base/NavfnROS/plan),Counter(/move_base/TebLocalPlannerROS/global_plan),Mean_Consecutive(/move_base/TebLocalPlannerROS/global_plan),Counter(/move_base/TebLocalPlannerROS/local_plan),Mean_Consecutive(/move_base/TebLocalPlannerROS/local_plan),Counter(/move_base/TebLocalPlannerROS/teb_markers),Mean_Consecutive(/move_base/TebLocalPlannerROS/teb_markers),Counter(/move_base/TebLocalPlannerROS/teb_poses),Mean_Consecutive(/move_base/TebLocalPlannerROS/teb_poses),Counter(/move_base/feedback),Mean_Consecutive(/move_base/feedback),Counter(/move_base/global_costmap/footprint),Mean_Consecutive(/move_base/global_costmap/footprint),Counter(/move_base/local_costmap/costmap),Mean_Consecutive(/move_base/local_costmap/costmap),Counter(/move_base/local_costmap/costmap_updates),Mean_Consecutive(/move_base/local_costmap/costmap_updates),Counter(/move_base/local_costmap/footprint),Mean_Consecutive(/move_base/local_costmap/footprint),Counter(/move_base/status),Mean_Consecutive(/move_base/status),Counter(/nav_vel),Mean_Consecutive(/nav_vel),Counter(/node_diagnostic),Mean_Consecutive(/node_diagnostic),Counter(/odometry/filtered),Mean_Consecutive(/odometry/filtered),Counter(/pan_tilt_trajectory_controller/follow_joint_trajectory/status),Mean_Consecutive(/pan_tilt_trajectory_controller/follow_joint_trajectory/status),Counter(/pan_tilt_trajectory_controller/point_head_action/status),Mean_Consecutive(/pan_tilt_trajectory_controller/point_head_action/status),Counter(/pan_tilt_trajectory_controller/state),Mean_Consecutive(/pan_tilt_trajectory_controller/state),Counter(/particlecloud),Mean_Consecutive(/particlecloud),Counter(/scan),Mean_Consecutive(/scan),Counter(/tf),Mean_Consecutive(/tf),linear velocity x,angular velocity z,Threads(/amcl),MeanLoadCPU(/amcl),Threads(/twist_mux),MeanLoadCPU(/twist_mux),Threads(/robot_state_publisher),MeanLoadCPU(/robot_state_publisher),Threads(/move_base),MeanLoadCPU(/move_base),Threads(/map_odom_broadcaster),MeanLoadCPU(/map_odom_broadcaster),matansar(MaxCPU0),matansar(MinCPU0),matansar(MeanCPU0),matansar(StdCPU0),matansar(MaxCPU1),matansar(MinCPU1),matansar(MeanCPU1),matansar(StdCPU1),matansar(MaxCPU2),matansar(MinCPU2),matansar(MeanCPU2),matansar(StdCPU2),matansar(MaxCPU3),matansar(MinCPU3),matansar(MeanCPU3),matansar(StdCPU3)
788,0.001137101,2,0.508041143,39,0.022737076,12,0.06203736,7,0.111880143,8,0.11389855,4,0.219892979,40,0.022939077,0,0,4,0.21624136,4,0.222844283,8,0.095403705,4,0.223702669,4,0.220137358,4,0.225827297,2,0.458451033,0,0,4,0.22590367,4,0.227492015,4,0.22292002,20,0.028421992,24,0.037932821,4,0.222687642,4,0.222381989,40,0.022931484,1,0,8,0.115604571,102,0.00880802,0.3,-0.105446237,8,44.45000038,6,3.760000038,6,4.780000019,11,15.21000013,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
974,0.000980023,2,0.588235855,50,0.019194063,16,0.058069611,10,0.097755114,10,0.101039569,5,0.229502499,47,0.020063084,0,0,5,0.229201972,5,0.229366004,10,0.102182653,5,0.229557514,5,0.231106997,5,0.227262259,3,0.413504481,0,0,5,0.205947518,5,0.222538292,5,0.22994101,20,0.030975831,29,0.034008324,4,0.223724047,5,0.196949244,48,0.019956274,3,0.370032072,10,0.105756442,125,0.007615064,0.3,0.029463356,8,78.99999965,6,3.345454563,6,4.21818187,11,12.9272728,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
940,0.001061611,2,0.526826143,46,0.020991352,14,0.072733384,10,0.105820788,9,0.103891492,4,0.207255999,48,0.020998108,0,0,4,0.208366632,4,0.207993031,8,0.090868405,4,0.208245675,4,0.209892352,4,0.208753665,2,0.417963028,0,0,5,0.210866511,4,0.209438642,4,0.20644633,20,0.027933736,27,0.035514969,5,0.215296268,5,0.211946785,47,0.021251461,3,0.261180043,9,0.105641991,116,0.00831792,0.3,0.124450956,8,36.62999973,6,3.710000134,6,5.560000038,11.5,14.13000002,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
956,0.00104682,2,0.50731492,48,0.020584979,12,0.075805079,9,0.104257524,10,0.104062981,5,0.209558249,48,0.020474977,0,0,5,0.208837509,5,0.209450006,10,0.093078216,5,0.209245205,5,0.208007991,5,0.210534036,3,0.415376902,0,0,5,0.207869709,5,0.208131492,5,0.209387004,20,0.026864679,29,0.034551791,5,0.208626509,5,0.207461774,48,0.020949531,2,0.453993082,10,0.104683346,122,0.008233742,0.3,-0.140122146,8,6.422222349,6,3.455555598,6,5.544444508,11.5,16.71111117,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
967,0.001033643,1,0,49,0.020086125,12,0.0757471,10,0.104173978,9,0.104684979,5,0.206537247,47,0.020329128,0,0,5,0.208153248,5,0.207496285,10,0.091705322,5,0.206573009,5,0.207063735,5,0.206342995,1,0,1,0,4,0.205292622,5,0.206168771,5,0.207403243,10,0.000671334,29,0.03418793,5,0.207886279,5,0.207694471,49,0.020695001,3,0.426993489,9,0.103928387,115,0.008515228,0.3,-0.056680964,8,7.860000038,6,3.960000038,6,4.060000038,11,13.76000023,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
960,0.001041412,2,0.538547993,48,0.020605762,12,0.074280175,9,0.103120148,10,0.103716559,5,0.211458027,49,0.020600607,0,0,5,0.210193753,5,0.209946275,10,0.09343134,5,0.21057725,5,0.21195823,5,0.208797753,3,0.313436031,0,0,5,0.207008719,5,0.207975507,5,0.211470008,20,0.02996126,29,0.034040783,5,0.209185541,4,0.207738002,47,0.020853996,2,0.420646906,10,0.103826761,120,0.008377276,0.3,0.050043481,8,7.118181836,6,3.563636433,6,6.054545489,11,15.5363636,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
963,0.001038152,2,0.518795013,49,0.020174707,14,0.063472381,10,0.103769329,10,0.103295326,5,0.205907047,49,0.019786313,0,0,5,0.206612229,5,0.205845535,10,0.092247672,5,0.205888748,5,0.208331764,5,0.204086781,3,0.41257298,0,0,5,0.206629992,5,0.206513524,5,0.205932975,20,0.027710902,30,0.034246141,4,0.207690001,5,0.206009984,49,0.020706043,3,0.390548468,9,0.103065014,124,0.007966716,0.3,0.050277484,8,6.577777863,6,3.08888891,6,4.366666794,11.5,14.11111143,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
931,0.001052983,2,0.529412031,46,0.021060689,12,0.067966179,9,0.107853889,9,0.108397126,4,0.209504684,46,0.020804331,0,0,4,0.206630945,4,0.209736347,8,0.090068306,4,0.209752957,4,0.206689676,4,0.210905313,2,0.419121027,0,0,5,0.212215483,4,0.212819974,4,0.209008694,20,0.028359463,27,0.036116728,5,0.21261251,5,0.213310778,47,0.021210261,2,0.375337839,10,0.106688023,119,0.008162771,0.3,0.065400023,8,7.510000038,6,4.160000038,6,4.880000019,11,15.18999996,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
901,0.000957123,2,0.516515017,46,0.019008223,14,0.066012089,9,0.093851864,9,0.099223375,5,0.201996744,46,0.018922,0,0,5,0.204432487,5,0.20114696,10,0.091420015,5,0.20242399,5,0.199290991,5,0.198261738,2,0.413717985,0,0,4,0.212347031,5,0.191425979,5,0.203077734,20,0.027026791,28,0.03133863,5,0.208801031,4,0.211831649,45,0.019356543,2,0.705471992,9,0.102642119,114,0.007559441,0.3,-0.057706498,8,6.610000134,6,4.190000057,6,4.770000076,12,16.61000004,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
831,0.001114895,2,0.60286212,41,0.02217465,10,0.074250672,9,0.113838255,8,0.110435145,4,0.225778023,41,0.022161055,0,0,4,0.226830006,4,0.226008654,8,0.096951008,4,0.22604537,4,0.224995693,4,0.230038325,2,0.441948891,0,0,4,0.223098278,4,0.22690932,4,0.226065636,20,0.032488158,24,0.038712574,4,0.229882717,5,0.2251845,41,0.022484601,1,0,8,0.115594728,111,0.008194327,0.3,0.142147328,8,76.94545434,6,2.390909108,6,5.57272729,11,14.40000005,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
951,0.000991535,2,0.565018177,48,0.019905298,14,0.061278307,9,0.107764125,10,0.099669907,5,0.22587651,48,0.019925148,0,0,5,0.224751234,5,0.225313544,10,0.099838336,5,0.225849986,5,0.226148009,5,0.225149751,3,0.405906439,0,0,5,0.203086257,5,0.218786716,5,0.225925505,20,0.029970533,29,0.033102896,4,0.225546678,4,0.22943902,48,0.019907637,4,0.291664362,10,0.103393131,121,0.0077661,0.3,-0.103655514,8,67.4111112,6,4.022222307,6,3.922222243,11.5,13.11111111,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
961,0.001039776,1,0,46,0.020755778,16,0.063187265,10,0.105141666,9,0.103902996,4,0.204871972,46,0.020752668,0,0,4,0.204782645,4,0.205162684,8,0.087777717,4,0.20442764,5,0.203636467,5,0.204188287,2,0.407326221,0,0,5,0.20599705,5,0.205618501,4,0.205424627,10,0.000550985,29,0.034163322,5,0.2085495,5,0.205094039,48,0.02070921,2,0.409569979,9,0.102790624,119,0.008284203,0.3,-0.120285875,8,8.083333333,6,4.866666635,6,4.666666667,11,15.76666689,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
948,0.001049636,2,0.523591995,48,0.020556851,14,0.056571612,9,0.104146749,10,0.103015661,5,0.211041272,48,0.020677556,0,0,5,0.209738493,5,0.209882975,10,0.093739218,5,0.211223006,4,0.211095015,4,0.208121618,3,0.418738484,0,0,5,0.209243238,4,0.211488644,5,0.211480498,20,0.027645789,28,0.035265145,5,0.206324458,5,0.209437251,48,0.020962619,2,0.383057117,10,0.104496347,117,0.008549043,0.28620052,-0.15,8,5.377777841,6,3.300000085,6,5.366666688,11,13.94444444,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
964,0.001035787,2,0.515060902,48,0.020425492,12,0.074528651,10,0.103451437,10,0.102529128,5,0.206574261,48,0.02042955,0,0,5,0.205055952,5,0.206729233,10,0.091811763,5,0.206583738,5,0.207130492,5,0.210322201,2,0.412780046,1,0,5,0.205322206,5,0.208877027,5,0.206615508,20,0.027286053,30,0.033498452,5,0.206525028,5,0.206036985,48,0.020754515,3,0.418356538,9,0.103302389,119,0.008272644,0.3,-0.124104572,8,7.830000114,6,2.980000019,6,4.820000076,11,14.8499999,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
942,0.001058464,2,0.541677952,47,0.020954474,12,0.078357003,9,0.108691633,9,0.109830499,5,0.214468777,49,0.020417521,0,0,5,0.180225492,5,0.212306976,10,0.094789902,5,0.212160468,5,0.214091003,5,0.214208245,1,0,1,0,4,0.203861713,5,0.214442492,5,0.212366998,20,0.029100895,28,0.035133927,5,0.187105,4,0.191636721,47,0.021236347,2,0.456964016,10,0.106460889,119,0.008126061,0.3,-0.15,8,7.354545507,6,4.263636416,6,6.299999931,11.5,13.85454559,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
916,0.001089896,2,0.525762081,48,0.020783085,18,0.057096243,10,0.107722892,9,0.106032014,4,0.217134317,45,0.021237297,0,0,4,0.217724005,4,0.218072971,8,0.095353569,4,0.215846697,4,0.21716706,4,0.216617346,2,0.639396906,1,0,5,0.216733992,5,0.21795553,4,0.215926647,20,0.02773827,27,0.036520848,4,0.213967005,5,0.218312502,46,0.021614308,3,0.414278984,9,0.108103126,122,0.008132206,0.160853143,-0.15,8,7.288889037,6,3.288888931,6,5.277777884,12,18.98888916,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
952,0.001044489,2,0.527810097,47,0.02087563,14,0.04912138,9,0.108345747,10,0.107730548,5,0.212825775,47,0.021039631,0,0,5,0.213643491,5,0.212859511,10,0.094574981,5,0.212209523,5,0.214730501,5,0.210227728,2,0.208534002,1,0,5,0.210476696,4,0.21353364,5,0.212888539,20,0.028103841,28,0.035676515,5,0.210375965,5,0.210801244,48,0.021102748,1,0,10,0.104916996,117,0.00839406,0.245305764,-0.15,8,6.720000124,6,3.020000076,6,4.74000001,11,17.88000021,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
762,0.001301903,2,0.681614876,43,0.022954333,14,0.074344066,9,0.119555742,8,0.132572855,4,0.222133001,41,0.024517226,0,0,4,0.222524643,4,0.222033024,8,0.095873731,4,0.221463362,4,0.223330657,5,0.233162522,2,0.793154955,1,0,4,0.264178276,5,0.235012293,4,0.222220659,20,0.036043054,27,0.037690465,4,0.219838381,4,0.225399653,39,0.025671946,1,0,8,0.126899447,102,0.009739762,0.298503908,-0.15,8,31.29999976,6,4.254545472,6,4.281818217,12,17.78181804,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
972,0.001024683,1,0,43,0.022407906,10,0.090449784,8,0.11700058,9,0.116528869,5,0.232454717,46,0.021619558,0,0,5,0.234118283,5,0.232741296,10,0.103419781,5,0.232765257,5,0.23255223,4,0.232640346,2,0.23428297,0,0,4,0.229999701,4,0.233154297,5,0.232836246,10,0.00111111,25,0.039705833,5,0.232708991,4,0.230494976,47,0.021300005,3,0.378740549,9,0.116666377,121,0.008222741,0.3,0.064080332,8,70.82500005,6,2.700000048,6,4.024999976,11,11.875,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
894,0.001117852,2,0.579911947,45,0.021854341,14,0.067681863,9,0.111021996,9,0.1119335,4,0.222291629,45,0.021681157,0,0,4,0.223556678,4,0.223301967,8,0.095232419,4,0.222765684,4,0.223122279,4,0.227011998,3,0.447205424,0,0,5,0.223818004,4,0.226017316,4,0.222296,20,0.030529474,28,0.03646493,4,0.224006017,5,0.223383248,45,0.022245998,3,0.27530539,9,0.111837149,117,0.008408,0.3,0.069924337,8,75.15454604,6,2.836363662,6,4.727272727,11,14.80909087,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
970,0.001030452,2,0.514991999,48,0.020433532,12,0.065229004,10,0.102522241,10,0.102183342,5,0.207045972,48,0.020438955,0,0,5,0.205986023,5,0.207823515,10,0.091879315,5,0.207097709,5,0.206561029,5,0.204418719,2,0.420321941,1,0,5,0.206237018,5,0.206850231,5,0.207847476,20,0.027297999,29,0.034404968,5,0.204654992,5,0.205010295,48,0.020650509,2,0.413268089,9,0.10331136,122,0.008022769,0.3,0.118696021,8,9.64444436,6,3.233333376,6,5.355555534,11,13.56666682,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
