Counter(/clock),Mean_Consecutive(/clock),Counter(/host_diagnostic),Mean_Consecutive(/host_diagnostic),Counter(/joint_states),Mean_Consecutive(/joint_states),Counter(/kinect2/qhd/camera_info),Mean_Consecutive(/kinect2/qhd/camera_info),Counter(/kinect2/qhd/image_color/compressed),Mean_Consecutive(/kinect2/qhd/image_color/compressed),Counter(/kinect2/qhd/image_color/theora),Mean_Consecutive(/kinect2/qhd/image_color/theora),Counter(/mobile_base_controller/cmd_vel),Mean_Consecutive(/mobile_base_controller/cmd_vel),Counter(/mobile_base_controller/odom),Mean_Consecutive(/mobile_base_controller/odom),Counter(/move_base/NavfnROS/plan),Mean_Consecutive(/move_base/NavfnROS/plan),Counter(/move_base/TebLocalPlannerROS/global_plan),Mean_Consecutive(/move_base/TebLocalPlannerROS/global_plan),Counter(/move_base/TebLocalPlannerROS/local_plan),Mean_Consecutive(/move_base/TebLocalPlannerROS/local_plan),Counter(/move_base/TebLocalPlannerROS/teb_markers),Mean_Consecutive(/move_base/TebLocalPlannerROS/teb_markers),Counter(/move_base/TebLocalPlannerROS/teb_poses),Mean_Consecutive(/move_base/TebLocalPlannerROS/teb_poses),Counter(/move_base/feedback),Mean_Consecutive(/move_base/feedback),Counter(/move_base/global_costmap/footprint),Mean_Consecutive(/move_base/global_costmap/footprint),Counter(/move_base/local_costmap/costmap),Mean_Consecutive(/move_base/local_costmap/costmap),Counter(/move_base/local_costmap/costmap_updates),Mean_Consecutive(/move_base/local_costmap/costmap_updates),Counter(/move_base/local_costmap/footprint),Mean_Consecutive(/move_base/local_costmap/footprint),Counter(/move_base/status),Mean_Consecutive(/move_base/status),Counter(/nav_vel),Mean_Consecutive(/nav_vel),Counter(/node_diagnostic),Mean_Consecutive(/node_diagnostic),Counter(/odometry/filtered),Mean_Consecutive(/odometry/filtered),Counter(/pan_tilt_trajectory_controller/follow_joint_trajectory/status),Mean_Consecutive(/pan_tilt_trajectory_controller/follow_joint_trajectory/status),Counter(/pan_tilt_trajectory_controller/point_head_action/status),Mean_Consecutive(/pan_tilt_trajectory_controller/point_head_action/status),Counter(/pan_tilt_trajectory_controller/state),Mean_Consecutive(/pan_tilt_trajectory_controller/state),Counter(/particlecloud),Mean_Consecutive(/particlecloud),Counter(/scan),Mean_Consecutive(/scan),Counter(/tf),Mean_Consecutive(/tf),linear velocity x,angular velocity z,Threads(/amcl),MeanLoadCPU(/amcl),Threads(/twist_mux),MeanLoadCPU(/twist_mux),Threads(/robot_state_publisher),MeanLoadCPU(/robot_state_publisher),Threads(/move_base),MeanLoadCPU(/move_base),Threads(/map_odom_broadcaster),MeanLoadCPU(/map_odom_broadcaster),matansar(MaxCPU0),matansar(MinCPU0),matansar(MeanCPU0),matansar(StdCPU0),matansar(MaxCPU1),matansar(MinCPU1),matansar(MeanCPU1),matansar(StdCPU1),matansar(MaxCPU2),matansar(MinCPU2),matansar(MeanCPU2),matansar(StdCPU2),matansar(MaxCPU3),matansar(MinCPU3),matansar(MeanCPU3),matansar(StdCPU3)
895,0.001117283,2,0.532459974,46,0.02167529,14,0.067823465,9,0.112592727,9,0.109865367,5,0.21761471,46,0.021702109,0,0,5,0.218671978,5,0.217889249,10,0.096780671,5,0.217935741,5,0.217257977,5,0.223801017,0,0,2,0.426976919,5,0.218711019,5,0.22141701,5,0.217775226,20,0.027990944,28,0.036402155,4,0.211679061,4,0.221932332,44,0.022073091,1,0,9,0.110886633,114,0.008602522,-0.027459101,0.15,8,14.37272705,6,3.681818182,6,4.5,11,14.9636364,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
874,0.001143347,1,0,44,0.022877117,10,0.078972101,8,0.12537929,9,0.118272245,4,0.23159496,44,0.022864841,0,0,4,0.23169899,4,0.231601,8,0.100319726,4,0.231474638,4,0.235715389,4,0.228806973,1,0,2,0.443866014,4,0.232261976,4,0.227700631,4,0.231864611,10,0.000111792,26,0.037603836,5,0.230402291,4,0.232158979,44,0.022856213,2,0.440984964,8,0.114416701,113,0.008536188,0.239564084,0.15,8,85.02499962,6,1.825000048,6,5.799999952,11,13.35000014,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
843,0.001186077,2,0.606170893,42,0.023704663,12,0.0747861,9,0.114979357,8,0.112792288,4,0.234571298,40,0.024302947,0,0,4,0.154620965,4,0.234139283,8,0.101339579,4,0.233570337,4,0.234620333,4,0.235279719,0,0,2,0.484442949,4,0.236275673,4,0.235625664,4,0.234670003,20,0.031891471,25,0.039864331,4,0.177397331,5,0.239409745,42,0.023898101,2,0.206680775,9,0.119010508,117,0.008466603,0.204201425,0.15,8,75.1000001,6,3.369999981,6,4.209999943,11,12.7500001,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
828,0.001208937,2,0.589312077,41,0.023588127,12,0.066049077,8,0.121244839,9,0.120718747,4,0.237106005,43,0.023703189,0,0,4,0.23849829,4,0.237194379,8,0.10449917,4,0.236943324,4,0.240148385,4,0.234209299,3,0.486234426,0,0,5,0.242532015,4,0.235780636,4,0.235318025,20,0.031370414,25,0.040466756,4,0.241018375,4,0.249251684,42,0.024213489,2,0.402091026,8,0.121829135,111,0.008833645,0.264707282,0.15,8,74.06363591,6,3.245454528,6,4.64545458,11,15.40000031,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
865,0.001155979,1,0,44,0.022706886,14,0.070689697,9,0.114899635,9,0.11504975,5,0.228656232,44,0.022239885,0,0,5,0.230407715,5,0.227171004,10,0.102369017,5,0.22720772,5,0.228735507,5,0.231456518,2,0.489229202,0,0,4,0.233761311,5,0.230392218,5,0.228649557,10,0.001325899,26,0.038149681,4,0.249412696,4,0.241546313,43,0.023464379,3,0.443725467,9,0.115674019,111,0.0089913,0.158221717,0.15,8,72.39999962,6,2.700000048,6,4.25,11,12.27499986,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
875,0.00114334,2,0.590862989,44,0.022343331,12,0.074411197,8,0.115988016,8,0.111761297,4,0.231385708,44,0.022354625,0,0,4,0.230018298,4,0.232258002,8,0.098954712,4,0.231454611,4,0.226700624,4,0.234288692,1,0,1,0,4,0.232771953,4,0.232095718,4,0.231376012,20,0.031137692,26,0.037793274,5,0.228166223,4,0.233021339,44,0.022841348,2,0.199303865,8,0.116120577,114,0.008811894,0.102125823,0.15,8,66.39090885,6,3.163636381,6,4.754545472,11,13.7727271,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
900,0.001105695,2,0.53886795,45,0.02173284,14,0.067596234,10,0.108745654,9,0.109632254,5,0.219853759,45,0.021745747,0,0,5,0.218774557,5,0.220277011,10,0.097974009,5,0.219710767,5,0.221659005,4,0.215103308,1,0,1,0,5,0.218440473,4,0.217523654,5,0.220221519,20,0.028964256,27,0.036222073,4,0.21415329,5,0.218879223,45,0.022076206,2,0.450680017,9,0.108593255,115,0.008567572,0.3,-0.073385347,8,18.04999962,6,3.600000095,6,4.619999981,11,14.9999999,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
916,0.001092182,2,0.565014839,45,0.021447588,14,0.066838778,9,0.107821256,9,0.110539526,4,0.221188943,45,0.02145764,0,0,4,0.221004725,4,0.220497052,8,0.095649276,4,0.22105964,4,0.220638355,5,0.218001962,2,0.452839851,0,0,4,0.218404293,5,0.216059506,4,0.220694701,20,0.029861162,28,0.036657369,5,0.21785903,5,0.221467733,46,0.021773444,2,0.490174055,10,0.110446427,117,0.008441121,0.25346484,-0.15,8,16.38999987,6,3.720000076,6,4.400000095,11,13.47000008,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
825,0.00120156,2,0.563367128,41,0.023937225,12,0.077748559,8,0.122643709,8,0.122713838,4,0.250471989,41,0.023937249,0,0,4,0.251229684,4,0.250771681,8,0.106122834,4,0.250514984,4,0.247285684,4,0.249865691,2,0.736260891,1,0,5,0.241395473,4,0.24739035,4,0.24992466,20,0.029318421,24,0.041374435,4,0.17148002,4,0.184796969,41,0.024233449,2,0.158905983,8,0.122249433,110,0.008856036,0.077594681,-0.15,8,60.6888894,6,3.17777782,6,5.400000042,11,13.40000004,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
870,0.001140745,1,0,44,0.022850347,14,0.070540006,9,0.113499999,9,0.111542612,5,0.228034496,44,0.022833164,0,0,5,0.22629571,5,0.228708506,10,0.102128347,5,0.228630543,5,0.229252517,4,0.218894005,1,0,2,0.454596996,4,0.225057681,5,0.231006265,5,0.228625715,10,5.44E-05,27,0.037008075,4,0.224286,4,0.224437396,43,0.022827455,2,0.518023014,9,0.113321364,112,0.008808486,-0.019673772,-0.15,8,75.21666718,6,4.433333397,6,3.083333333,11,13.60000022,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
670,0.001198686,2,0.586951017,34,0.022768548,10,0.079144239,6,0.121085835,7,0.112686157,3,0.233712435,34,0.023149396,0,0,3,0.234395504,3,0.233875036,6,0.093673611,3,0.2335639,3,0.238080978,4,0.237933318,0,0,2,0.231829882,3,0.244331002,3,0.231277466,3,0.233739972,20,0.031623363,19,0.041731278,4,0.23654898,3,0.242781997,35,0.023351529,2,0.487415075,6,0.120882368,89,0.008633261,0.003976091,-0.15,8,67.26666641,6,2.711111069,6,5.688888974,11,11.99999979,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
1003,0.000896766,2,0.581688881,50,0.018428754,16,0.052908802,10,0.087599675,10,0.090530554,5,0.194608986,50,0.01843704,0,0,5,0.194329977,5,0.193934977,10,0.088100115,5,0.194556713,5,0.191859961,5,0.203471482,1,0,2,0.694620132,5,0.181820512,5,0.198690474,5,0.193934023,20,0.030614991,31,0.02994856,5,0.217098236,5,0.172026038,49,0.01865906,2,0.60560298,10,0.088568687,131,0.006847308,0.183134324,-0.15,8,59.89999952,6,3.370000029,6,4.180000019,11,14.26000013,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
855,0.001166556,1,0,43,0.022878096,14,0.072835079,9,0.119321615,9,0.117667139,4,0.230902672,43,0.022859715,0,0,4,0.233932336,4,0.231779655,8,0.099004132,4,0.230983655,4,0.228244305,4,0.232075294,0,0,2,0.460355997,4,0.230513652,4,0.233387947,4,0.229211648,10,0.000371218,25,0.040036877,4,0.236485004,5,0.232602537,43,0.023319239,2,0.56012392,9,0.116015643,114,0.008633417,0.054942869,-0.15,8,50.91666571,6,3.96666654,6,4.216666698,11,12.21666654,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
944,0.001052433,2,0.531860828,45,0.021296929,12,0.056288286,9,0.10440436,9,0.10649839,5,0.212006748,45,0.02129364,0,0,5,0.213025987,5,0.212665796,10,0.094737212,5,0.21226871,5,0.211954713,5,0.213104486,2,0.418138981,0,0,5,0.210195243,5,0.21156925,5,0.21305871,20,0.027994256,29,0.034522176,5,0.211660743,4,0.208977302,47,0.021178764,3,0.421005011,9,0.106191754,120,0.008300613,0.255625111,-0.15,8,35.63333321,6,1.811111132,6,5.23333327,11,13,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
625,0.001586793,2,0.82720089,34,0.029714758,11,0.098514509,9,0.122443259,7,0.157101353,4,0.288411379,35,0.028943819,0,0,3,0.221873045,4,0.288164695,8,0.122762987,4,0.287829955,5,0.220715761,4,0.284794331,1,0,2,0.446786165,4,0.311114311,4,0.286374331,4,0.286935965,11,0.082009506,19,0.053598947,4,0.262238344,5,0.241578996,32,0.031525973,1,0,7,0.161041021,82,0.011914085,0.238752953,-0.15,8,9.539999962,6,3.820000076,6,5.960000038,11,17.44000015,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
1146,0.00087297,2,0.608932018,56,0.01815733,17,0.056873679,9,0.113883644,11,0.097093892,5,0.227353454,55,0.018219352,0,0,6,0.182209396,5,0.227462769,10,0.1016349,5,0.22738874,4,0.234172662,5,0.230405033,2,0.46548295,0,0,5,0.216371536,5,0.225322247,5,0.223622739,29,0.03152625,33,0.029525161,4,0.230561972,4,0.227269014,56,0.017508091,2,0.55686903,11,0.0937922,141,0.007079807,0.09999285,-0.15,8,34.9454546,6,3.831250012,6,4.581250012,11,17.01249993,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
841,0.001189037,1,0,42,0.023120706,12,0.07359509,9,0.117131621,8,0.117289577,4,0.233676672,42,0.023121438,0,0,4,0.233408372,4,0.233842055,8,0.100642272,4,0.233833075,4,0.238739332,4,0.238611698,1,0,1,0,4,0.234794696,4,0.235116641,4,0.23434337,10,4.97E-05,26,0.039175768,5,0.236520767,4,0.232124011,43,0.023655761,2,0.449035168,8,0.114018134,110,0.008834194,0.096059843,-0.15,8,72.95000124,6,2.575000048,6,6.925000191,11,16.14999938,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
882,0.001134504,2,0.789535046,44,0.022242696,12,0.064586271,8,0.116781303,9,0.119609237,4,0.239352624,44,0.022250419,0,0,4,0.238011996,4,0.237395048,8,0.103914159,4,0.238743703,4,0.240895669,4,0.23567605,2,0.912042141,1,0,5,0.228001773,4,0.236092329,4,0.239773353,20,0.041287636,26,0.038571768,4,0.229461988,5,0.226909459,44,0.022630237,3,0.369045973,9,0.114387244,120,0.008291824,0.249481823,-0.15,8,76.03000059,6,3.399999952,6,4.360000038,11,14.96000004,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
924,0.00108248,2,0.535121202,46,0.020894782,14,0.073833154,10,0.107418882,9,0.110225379,5,0.214898765,47,0.021051111,0,0,5,0.215162754,5,0.21494925,10,0.09573155,5,0.215002239,5,0.213131964,5,0.212920487,2,0.436102152,0,0,4,0.216337363,5,0.214359462,5,0.215319991,20,0.028399116,29,0.034709215,5,0.213297546,5,0.213833511,46,0.021301471,3,0.427454472,10,0.105970674,114,0.008584795,0.3,-0.15,8,7.58000021,6,3.580000019,6,4.890000057,11,15.63999987,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
877,0.001132373,2,0.553752899,45,0.022501593,14,0.069048771,9,0.112657994,9,0.110988379,4,0.224867026,43,0.022513861,0,0,4,0.22485733,4,0.225558996,8,0.097285305,4,0.225476662,4,0.22405537,4,0.22027866,2,0.458948851,0,0,5,0.225509048,4,0.22420605,4,0.225775003,20,0.031985157,26,0.037656002,4,0.225285053,4,0.224033038,44,0.022538418,1,0,8,0.111549718,110,0.00868444,0.3,-0.10432475,8,6.319999981,6,3.610000038,6,5.5,11,16.94000006,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
894,0.001115856,2,0.602540016,43,0.022504409,14,0.060855755,8,0.113191434,9,0.112870008,5,0.222191513,44,0.022266976,0,0,5,0.221457541,5,0.219414234,10,0.097476217,5,0.219827771,5,0.219404519,5,0.220601261,2,0.427793026,0,0,4,0.220849037,5,0.222586989,5,0.219464242,20,0.032822371,26,0.038171644,5,0.224912226,4,0.220394293,45,0.022518293,2,0.461000919,9,0.111557633,112,0.008858659,0.3,-0.062750015,8,71.56363756,6,2.490909143,6,3.700000026,11,14.25454552,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
772,0.001295209,1,0,39,0.024761896,12,0.068374807,8,0.124613149,8,0.123913424,4,0.164779027,39,0.024767894,0,0,4,0.164034367,4,0.165733337,8,0.071029288,4,0.165204684,4,0.161822319,4,0.176053603,2,0.758403063,1,0,4,0.252597968,4,0.172314962,4,0.165677706,10,2.77E-05,24,0.042247088,3,0.163105488,4,0.254031022,38,0.026084294,2,0.153639078,8,0.12949058,107,0.009222915,0.3,0.059663205,8,78.14999962,6,4.049999952,6,5.874999881,11,15.25,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
906,0.001103843,2,0.552030087,46,0.021889289,12,0.071208,9,0.110894024,9,0.10887,4,0.21754837,45,0.021819662,0,0,4,0.215777397,4,0.217870951,8,0.093861001,4,0.217951377,4,0.221193949,4,0.223989328,2,0.425324917,0,0,5,0.21931076,4,0.219708999,4,0.217780272,20,0.029319625,26,0.037761717,5,0.221105456,5,0.216542006,45,0.022143564,3,0.332921028,9,0.108548999,119,0.00815794,0.3,-0.050165074,8,49.13000002,6,3.560000038,6,3.730000019,11,13.95,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
901,0.001097525,2,0.537132978,45,0.021322321,14,0.06750193,9,0.110274106,9,0.11018613,5,0.218589783,46,0.021780136,0,0,5,0.217188239,5,0.218563497,10,0.097180128,5,0.218764544,5,0.21816802,5,0.219210744,2,0.466869831,0,0,4,0.222241004,5,0.21932447,5,0.218635261,20,0.029369053,28,0.036160999,4,0.220821301,4,0.221554995,46,0.02184933,2,0.473176003,9,0.11057362,115,0.008430956,0.3,-0.070703136,8,34.62000008,6,3.6,6,5.360000038,11,15.85999994,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
940,0.001058839,2,0.543875217,46,0.021352132,12,0.069104086,9,0.106844634,9,0.102923751,5,0.213240504,47,0.020936479,0,0,4,0.21568799,5,0.213226795,9,0.106664002,5,0.213496268,5,0.214583993,4,0.210971673,3,0.431553483,0,0,5,0.215592742,4,0.213538647,5,0.213163733,20,0.028748638,28,0.03553477,5,0.214822531,5,0.213070273,46,0.021565554,3,0.392755032,9,0.108555883,119,0.008229235,0.3,0.045538476,8,16.42727288,6,3.700000069,6,5.309091048,11,12.90909091,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
900,0.001104205,1,0,46,0.021827131,16,0.065190411,10,0.109309541,9,0.10993588,4,0.220798333,44,0.021765836,0,0,5,0.222912729,4,0.220698039,9,0.110592395,4,0.220807632,4,0.221442699,5,0.222348034,2,0.441030979,0,0,4,0.218787034,5,0.222056746,4,0.220915715,10,0.010155016,27,0.036234892,5,0.218524992,4,0.221088409,46,0.0220644,2,0.448536873,9,0.112671018,118,0.008239771,0.3,0.099677732,8,5.3,6,3.480000114,6,3.6,11,15.7,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
932,0.001072473,2,0.539384127,47,0.020763433,10,0.072322687,9,0.109062731,9,0.107340246,5,0.215461552,47,0.02149967,0,0,5,0.216455519,5,0.215431273,10,0.095559676,5,0.215635478,5,0.214174747,5,0.215138495,3,0.432537436,0,0,5,0.215628266,5,0.213560283,5,0.215060472,20,0.029415846,28,0.03648848,4,0.21652929,5,0.217290998,46,0.021499088,2,0.46236515,10,0.107441107,118,0.00850929,0.3,0.064682213,8,7.433333397,6,4.211111175,6,6.255555577,11,13.67777782,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
912,0.00109223,2,0.533787966,45,0.021877478,14,0.066999454,9,0.108747989,10,0.10735888,4,0.216706355,47,0.021213474,0,0,4,0.215269645,4,0.216135979,8,0.093640872,4,0.215912024,4,0.215648333,4,0.218581359,2,0.439775229,0,0,5,0.216464698,4,0.216808716,4,0.215643009,20,0.027908112,27,0.036156077,5,0.216636002,5,0.216531754,46,0.021739488,3,0.435830474,9,0.108211249,119,0.008325645,0.3,0.110018106,8,6.900000052,6,3.327272762,6,5.127272693,11,16.28181839,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
945,0.001045622,2,0.553427935,47,0.021080546,14,0.066187528,9,0.108040631,9,0.105890125,5,0.213734508,47,0.020855587,0,0,5,0.213964283,5,0.213226497,10,0.094570001,5,0.212540746,5,0.215808988,5,0.214443505,3,0.326858997,0,0,4,0.217953046,5,0.213962495,5,0.213941276,20,0.029157689,28,0.035905812,5,0.214721978,4,0.220430295,47,0.021298025,2,0.439620972,9,0.106615365,124,0.007919114,0.116182748,0.15,8,7.219999981,6,2.789999962,6,4.710000038,11,15,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
922,0.001083912,2,0.550936937,47,0.02125385,14,0.066374394,10,0.106534666,10,0.106006543,5,0.216795206,46,0.021492709,0,0,5,0.217423022,5,0.217116475,10,0.097233004,5,0.216831803,5,0.214686751,4,0.219901641,1,0,1,0,5,0.217331231,5,0.21860522,5,0.216739774,20,0.029130635,29,0.034917499,4,0.216659387,5,0.218382776,46,0.02186949,2,0.476274967,9,0.110275239,117,0.008558388,-0.073193447,0.15,8,7.299999905,6,3.7,6,5.660000038,11,14.1999999,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
924,0.001081261,2,0.551347971,45,0.021566499,14,0.068084992,9,0.109714001,9,0.109962374,4,0.218019644,44,0.021816814,0,0,4,0.218230645,4,0.219204346,8,0.092978409,4,0.21826903,4,0.218068361,5,0.216675997,0,0,2,0.445850134,4,0.218692621,4,0.21878465,4,0.218518337,20,0.029255001,27,0.036466305,5,0.219673514,5,0.218865752,46,0.021667157,2,0.495311975,10,0.108083116,118,0.008171736,-0.044193183,0.15,8,7.460000038,6,3.8,6,4.690000057,11,15.5,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
798,0.001254116,1,0,40,0.02440702,10,0.061706331,8,0.12697213,8,0.084848574,4,0.258645693,40,0.024628847,0,0,4,0.147748311,4,0.258590301,8,0.108986991,4,0.258711656,4,0.253476302,4,0.158886989,0,0,2,0.517652035,4,0.255859693,4,0.168183963,4,0.258650382,10,4.77E-05,24,0.041795254,4,0.17750899,4,0.188407024,40,0.025167795,2,0.506303072,8,0.082457542,107,0.009101416,0.220442004,0.15,8,58.36000004,6,3.019999981,6,5.020000076,11,9.520000172,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
874,0.001143804,2,0.552582979,45,0.022271313,10,0.087588787,9,0.109525502,8,0.113201312,5,0.223049521,46,0.021963713,0,0,5,0.223272741,5,0.223018765,10,0.099590778,5,0.223224521,5,0.223324955,4,0.223905961,0,0,3,0.337050915,5,0.224962294,4,0.226138353,5,0.223064721,20,0.029050789,27,0.037350847,4,0.227579991,4,0.226542314,44,0.022831163,2,0.419810057,8,0.111432007,120,0.008362327,0.257410365,0.15,8,80.14444436,6,3.166666667,6,4.288888931,11,13.50000011,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
909,0.001096268,2,0.530875921,45,0.021755386,10,0.083603885,9,0.108671486,9,0.112210989,4,0.217360655,45,0.021699998,0,0,4,0.219129324,4,0.216149648,8,0.093164989,4,0.217303356,4,0.219562292,5,0.223295748,2,0.42392993,0,0,4,0.215349277,5,0.222201526,4,0.217173656,20,0.027952533,27,0.036472926,5,0.219558716,5,0.220293283,45,0.021856909,3,0.299508452,9,0.112609774,114,0.008553594,0.3,0.15,8,50.090909,6,4.118181836,6,4.58181806,11,13.56363626,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
909,0.001097597,2,0.542100906,45,0.021376523,12,0.079618172,9,0.111616015,9,0.110552639,5,0.220548034,45,0.02146166,0,0,5,0.222284019,5,0.220901012,10,0.097733445,5,0.220971465,5,0.222433746,5,0.218490779,3,0.334372044,0,0,5,0.219346523,5,0.217739999,5,0.220998764,20,0.028570727,27,0.036544039,4,0.219488939,4,0.220966657,46,0.021875397,2,0.457214117,10,0.110760344,116,0.008277,0.3,0.077102009,8,6.540000057,6,2.8,6,5.610000134,11,15.77999992,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
853,0.001163803,1,0,43,0.023141401,10,0.033441226,8,0.11817772,9,0.115809739,4,0.14629968,43,0.023126046,0,0,4,0.144925992,4,0.146223307,8,0.064362288,4,0.146238009,4,0.143609365,4,0.152885358,2,0.47371006,0,0,4,0.235116323,4,0.149979671,4,0.146033367,10,0.003807015,25,0.040154169,5,0.237189472,4,0.233691295,42,0.023597857,2,0.500452995,8,0.119074992,111,0.008927991,0.3,-0.005647171,8,6.900000191,6,3.620000076,6,3.520000076,11,14.21999989,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
903,0.001108314,2,0.578775883,45,0.022144702,16,0.061561664,9,0.114067614,9,0.116145372,4,0.232220014,44,0.02205114,0,0,4,0.236843665,4,0.228027026,8,0.098785707,4,0.230850299,4,0.22937568,4,0.224193732,3,0.451780558,0,0,5,0.225945234,4,0.224479993,4,0.224339644,20,0.030556001,27,0.037463427,4,0.227884293,5,0.225722253,45,0.022555319,2,0.536335945,9,0.112778366,117,0.00852169,0.3,-0.096408194,8,68.47999935,6,2.759999943,6,4.039999914,11,13.66999998,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
